fips,nameState,nameCounty,abState,population,area
31103,Nebraska,Keya Paha County,NE,824,773.072
31105,Nebraska,Kimball County,NE,3821,951.846
31107,Nebraska,Knox County,NE,8701,1108.35
31109,Nebraska,Lancaster County,NE,285407,837.548
31111,Nebraska,Lincoln County,NE,36288,2564.068
31113,Nebraska,Logan County,NE,763,570.66
31115,Nebraska,Loup County,NE,632,568.29
31117,Nebraska,McPherson County,NE,539,858.976
31119,Nebraska,Madison County,NE,34876,572.743
31121,Nebraska,Merrick County,NE,7845,484.881
31123,Nebraska,Morrill County,NE,5042,1423.838
31125,Nebraska,Nance County,NE,3735,441.633
31127,Nebraska,Nemaha County,NE,7248,407.382
31129,Nebraska,Nuckolls County,NE,4500,575.155
31131,Nebraska,Otoe County,NE,15740,615.631
31133,Nebraska,Pawnee County,NE,2773,431.075
31135,Nebraska,Perkins County,NE,2970,883.335
31137,Nebraska,Phelps County,NE,9188,539.79
31139,Nebraska,Pierce County,NE,7266,573.249
31141,Nebraska,Platte County,NE,32237,674.059
31143,Nebraska,Polk County,NE,5406,438.345
31145,Nebraska,Red Willow County,NE,11055,716.985
31147,Nebraska,Richardson County,NE,8363,551.84
31149,Nebraska,Rock County,NE,1526,1008.318
31151,Nebraska,Saline County,NE,14200,574.018
31153,Nebraska,Sarpy County,NE,158840,238.99
31155,Nebraska,Saunders County,NE,20780,750.234
31157,Nebraska,Scotts Bluff County,NE,36970,739.401
31159,Nebraska,Seward County,NE,16750,571.428
31161,Nebraska,Sheridan County,NE,5469,2440.862
31163,Nebraska,Sherman County,NE,3152,565.828
31165,Nebraska,Sioux County,NE,1311,2066.74
31167,Nebraska,Stanton County,NE,6129,427.949
31169,Nebraska,Thayer County,NE,5228,573.807
31171,Nebraska,Thomas County,NE,647,713.236
31173,Nebraska,Thurston County,NE,6940,393.584
31175,Nebraska,Valley County,NE,4260,568.048
31177,Nebraska,Washington County,NE,20234,389.958
31179,Nebraska,Wayne County,NE,9595,442.915
31181,Nebraska,Webster County,NE,3812,574.913
31183,Nebraska,Wheeler County,NE,818,575.182
31185,Nebraska,York County,NE,13665,572.51
32001,Nevada,Churchill County,NV,24877,4930.458
32003,Nevada,Clark County,NV,1951269,7891.431
32005,Nevada,Douglas County,NV,46997,709.719
32007,Nevada,Elko County,NV,48818,17169.834
32009,Nevada,Esmeralda County,NV,783,3581.876
32011,Nevada,Eureka County,NV,1987,4175.684
32013,Nevada,Humboldt County,NV,16528,9640.757
32015,Nevada,Lander County,NV,5775,5490.105
32017,Nevada,Lincoln County,NV,5345,10633.202
32019,Nevada,Lyon County,NV,51980,2001.187
32021,Nevada,Mineral County,NV,4772,3752.844
32023,Nevada,Nye County,NV,43946,18181.924
32027,Nevada,Pershing County,NV,6753,6036.563
32029,Nevada,Storey County,NV,4010,262.92
32031,Nevada,Washoe County,NV,421407,6302.366
32033,Nevada,White Pine County,NV,10030,8875.648
32510,Nevada,Carson City,NV,55274,144.662
33001,New Hampshire,Belknap County,NH,60088,400.232
33003,New Hampshire,Carroll County,NH,47818,931.061
33005,New Hampshire,Cheshire County,NH,77117,706.66
33007,New Hampshire,Coos County,NH,33055,1794.685
33009,New Hampshire,Grafton County,NH,89118,1708.749
33011,New Hampshire,Hillsborough County,NH,400721,876.139
33013,New Hampshire,Merrimack County,NH,146445,934.116
33015,New Hampshire,Rockingham County,NH,295223,694.72
33017,New Hampshire,Strafford County,NH,123143,368.975
33019,New Hampshire,Sullivan County,NH,43742,537.313
34001,New Jersey,Atlantic County,NJ,274549,555.704
34003,New Jersey,Bergen County,NJ,905116,233.009
34005,New Jersey,Burlington County,NJ,448734,798.576
34007,New Jersey,Camden County,NJ,513657,221.263
34009,New Jersey,Cape May County,NJ,97265,251.425
34011,New Jersey,Cumberland County,NJ,156898,483.703
34013,New Jersey,Essex County,NJ,783969,126.212
34015,New Jersey,Gloucester County,NJ,288288,322.005
34017,New Jersey,Hudson County,NJ,634266,46.191
34019,New Jersey,Hunterdon County,NJ,128349,427.819
34021,New Jersey,Mercer County,NJ,366513,224.557
34023,New Jersey,Middlesex County,NJ,809858,308.914
34025,New Jersey,Monmouth County,NJ,630380,468.793
34027,New Jersey,Morris County,NJ,492276,460.177
34029,New Jersey,Ocean County,NJ,576567,628.781
34031,New Jersey,Passaic County,NJ,501226,184.593
34033,New Jersey,Salem County,NJ,66083,331.899
34035,New Jersey,Somerset County,NJ,323444,301.813
34037,New Jersey,Sussex County,NJ,149265,519.014
34039,New Jersey,Union County,NJ,536499,102.855
34041,New Jersey,Warren County,NJ,108692,356.918
35001,New Mexico,Bernalillo County,NM,662564,1160.828
35003,New Mexico,Catron County,NM,3725,6923.69
35005,New Mexico,Chaves County,NM,65645,6065.275
35006,New Mexico,Cibola County,NM,27213,4539.48
35007,New Mexico,Colfax County,NM,13750,3758.06
35009,New Mexico,Curry County,NM,48376,1404.797
35011,New Mexico,De Baca County,NM,2022,2322.623
35013,New Mexico,Dona Ana County,NM,209233,3807.511
35015,New Mexico,Eddy County,NM,53829,4175.726
35017,New Mexico,Grant County,NM,29514,3961.625
35019,New Mexico,Guadalupe County,NM,4687,3030.482
35021,New Mexico,Harding County,NM,695,2125.442
35023,New Mexico,Hidalgo County,NM,4894,3436.861
35025,New Mexico,Lea County,NM,64727,4390.932
35027,New Mexico,Lincoln County,NM,20497,4831.091
35028,New Mexico,Los Alamos County,NM,17950,109.167
35029,New Mexico,Luna County,NM,25095,2965.188
35031,New Mexico,McKinley County,NM,71492,5449.809
35033,New Mexico,Mora County,NM,4881,1931.274
35035,New Mexico,Otero County,NM,63797,6613.209
35037,New Mexico,Quay County,NM,9041,2874.349
35039,New Mexico,Rio Arriba County,NM,40246,5860.837
35041,New Mexico,Roosevelt County,NM,19846,2447.431
35043,New Mexico,Sandoval County,NM,131561,3710.65
35045,New Mexico,San Juan County,NM,130044,5513.067
35047,New Mexico,San Miguel County,NM,29393,4715.821
35049,New Mexico,Santa Fe County,NM,144170,1909.414
35051,New Mexico,Sierra County,NM,11988,4178.956
35053,New Mexico,Socorro County,NM,17866,6646.679
35055,New Mexico,Taos County,NM,32937,2203.11
35057,New Mexico,Torrance County,NM,16383,3344.845
35059,New Mexico,Union County,NM,4549,3823.744
35061,New Mexico,Valencia County,NM,76569,1066.175
36001,New York,Albany County,NY,304204,522.804
36003,New York,Allegany County,NY,48946,1029.308
36005,New York,Bronx County,NY,1385108,42.096
36007,New York,Broome County,NY,200600,705.766
36009,New York,Cattaraugus County,NY,80317,1308.35
36011,New York,Cayuga County,NY,80026,691.582
36013,New York,Chautauqua County,NY,134905,1060.226
36015,New York,Chemung County,NY,88830,407.352
36017,New York,Chenango County,NY,50477,893.548
36019,New York,Clinton County,NY,82128,1037.852
36021,New York,Columbia County,NY,63096,634.705
36023,New York,Cortland County,NY,49336,498.76
36025,New York,Delaware County,NY,47980,1442.44
36027,New York,Dutchess County,NY,297488,795.63
36029,New York,Erie County,NY,919040,1042.693
36031,New York,Essex County,NY,39370,1794.228
36033,New York,Franklin County,NY,51599,1629.119
36035,New York,Fulton County,NY,55531,495.469
36037,New York,Genesee County,NY,60079,492.936
36039,New York,Greene County,NY,49221,647.161
36041,New York,Hamilton County,NY,4836,1717.373
36043,New York,Herkimer County,NY,64519,1411.47
36045,New York,Jefferson County,NY,116229,1268.59
36047,New York,Kings County,NY,2504700,70.816
36049,New York,Lewis County,NY,27087,1274.679
36051,New York,Livingston County,NY,65393,631.763
36053,New York,Madison County,NY,73442,654.842
36055,New York,Monroe County,NY,744344,657.205
36057,New York,Montgomery County,NY,50219,403.043
36059,New York,Nassau County,NY,1339532,284.716
36061,New York,New York County,NY,1585873,22.829
36063,New York,Niagara County,NY,216469,522.359
36065,New York,Oneida County,NY,234878,1212.429
36067,New York,Onondaga County,NY,467026,778.39
36069,New York,Ontario County,NY,107931,644.065
36071,New York,Orange County,NY,372813,811.686
36073,New York,Orleans County,NY,42883,391.259
36075,New York,Oswego County,NY,122109,951.65
36077,New York,Otsego County,NY,62259,1001.7
36079,New York,Putnam County,NY,99710,230.312
36081,New York,Queens County,NY,2230722,108.532
36083,New York,Rensselaer County,NY,159429,652.431
36085,New York,Richmond County,NY,468730,58.37
36087,New York,Rockland County,NY,311687,173.55
36089,New York,St. Lawrence County,NY,111944,2680.377
36091,New York,Saratoga County,NY,219607,809.984
36093,New York,Schenectady County,NY,154727,204.516
36095,New York,Schoharie County,NY,32749,621.819
36097,New York,Schuyler County,NY,18343,328.333
36099,New York,Seneca County,NY,35251,323.705
36101,New York,Steuben County,NY,98990,1390.559
36103,New York,Suffolk County,NY,1493350,912.051
36105,New York,Sullivan County,NY,77547,968.132
36107,New York,Tioga County,NY,51125,518.602
36109,New York,Tompkins County,NY,101564,474.649
36111,New York,Ulster County,NY,182493,1124.235
36113,New York,Warren County,NY,65707,866.952
36115,New York,Washington County,NY,63216,831.184
36117,New York,Wayne County,NY,93772,603.826
36119,New York,Westchester County,NY,949113,430.497
36121,New York,Wyoming County,NY,42155,592.746
36123,New York,Yates County,NY,25348,338.143
37001,North Carolina,Alamance County,NC,151131,423.943
37003,North Carolina,Alexander County,NC,37198,259.994
37005,North Carolina,Alleghany County,NC,11155,235.059
37007,North Carolina,Anson County,NC,26948,531.452
37009,North Carolina,Ashe County,NC,27281,426.135
37011,North Carolina,Avery County,NC,17797,247.087
37013,North Carolina,Beaufort County,NC,47759,827.192
37015,North Carolina,Bertie County,NC,21282,699.27
37017,North Carolina,Bladen County,NC,35190,874.328
37019,North Carolina,Brunswick County,NC,107431,846.973
37021,North Carolina,Buncombe County,NC,238318,656.672
37023,North Carolina,Burke County,NC,90912,507.099
37025,North Carolina,Cabarrus County,NC,178011,361.749
37027,North Carolina,Caldwell County,NC,83029,471.566
37029,North Carolina,Camden County,NC,9980,240.556
37031,North Carolina,Carteret County,NC,66469,506.251
37033,North Carolina,Caswell County,NC,23719,424.922
37035,North Carolina,Catawba County,NC,154358,398.721
37037,North Carolina,Chatham County,NC,63505,682.185
37039,North Carolina,Cherokee County,NC,27444,455.426
37041,North Carolina,Chowan County,NC,14793,172.473
37043,North Carolina,Clay County,NC,10587,214.751
37045,North Carolina,Cleveland County,NC,98078,464.252
37047,North Carolina,Columbus County,NC,58098,937.293
37049,North Carolina,Craven County,NC,103505,708.958
37051,North Carolina,Cumberland County,NC,319431,652.315
37053,North Carolina,Currituck County,NC,23547,261.852
37055,North Carolina,Dare County,NC,33920,383.42
37057,North Carolina,Davidson County,NC,162878,552.675
37059,North Carolina,Davie County,NC,41240,264.105
37061,North Carolina,Duplin County,NC,58505,816.219
37063,North Carolina,Durham County,NC,267587,285.975
37065,North Carolina,Edgecombe County,NC,56552,505.336
37067,North Carolina,Forsyth County,NC,350670,408.148
37069,North Carolina,Franklin County,NC,60619,491.682
37071,North Carolina,Gaston County,NC,206086,356.027
37073,North Carolina,Gates County,NC,12197,340.445
37075,North Carolina,Graham County,NC,8861,292.079
37077,North Carolina,Granville County,NC,59916,531.57
37079,North Carolina,Greene County,NC,21362,265.928
37081,North Carolina,Guilford County,NC,488406,645.704
37083,North Carolina,Halifax County,NC,54691,724.086
37085,North Carolina,Harnett County,NC,114678,594.987
37087,North Carolina,Haywood County,NC,59036,553.692
37089,North Carolina,Henderson County,NC,106740,373.068
37091,North Carolina,Hertford County,NC,24669,353.06
37093,North Carolina,Hoke County,NC,46952,390.744
37095,North Carolina,Hyde County,NC,5810,612.7
37097,North Carolina,Iredell County,NC,159437,573.833
37099,North Carolina,Jackson County,NC,40271,490.755
37101,North Carolina,Johnston County,NC,168878,791.299
37103,North Carolina,Jones County,NC,10153,470.708
37105,North Carolina,Lee County,NC,57866,254.959
37107,North Carolina,Lenoir County,NC,59495,400.591
37109,North Carolina,Lincoln County,NC,78265,297.938
37111,North Carolina,McDowell County,NC,44996,440.608
37113,North Carolina,Macon County,NC,33922,515.558
37115,North Carolina,Madison County,NC,20764,449.57
37117,North Carolina,Martin County,NC,24505,461.217
37119,North Carolina,Mecklenburg County,NC,919628,523.842
37121,North Carolina,Mitchell County,NC,15579,221.425
37123,North Carolina,Montgomery County,NC,27798,491.76
37125,North Carolina,Moore County,NC,88247,697.843
37127,North Carolina,Nash County,NC,95840,540.407
37129,North Carolina,New Hanover County,NC,202667,191.534
37131,North Carolina,Northampton County,NC,22099,536.589
37133,North Carolina,Onslow County,NC,177772,762.744
37135,North Carolina,Orange County,NC,133801,397.958
37137,North Carolina,Pamlico County,NC,13144,336.537
37139,North Carolina,Pasquotank County,NC,40661,226.88
37141,North Carolina,Pender County,NC,52217,869.795
37143,North Carolina,Perquimans County,NC,13453,247.089
37145,North Carolina,Person County,NC,39464,392.322
37147,North Carolina,Pitt County,NC,168148,651.975
37149,North Carolina,Polk County,NC,20510,237.789
37151,North Carolina,Randolph County,NC,141752,782.517
37153,North Carolina,Richmond County,NC,46639,473.821
37155,North Carolina,Robeson County,NC,134168,949.221
37157,North Carolina,Rockingham County,NC,93643,565.551
37159,North Carolina,Rowan County,NC,138428,511.374
37161,North Carolina,Rutherford County,NC,67810,564.151
37163,North Carolina,Sampson County,NC,63431,944.74
37165,North Carolina,Scotland County,NC,36157,318.845
37167,North Carolina,Stanly County,NC,60585,395.086
37169,North Carolina,Stokes County,NC,47401,448.857
37171,North Carolina,Surry County,NC,73673,532.166
37173,North Carolina,Swain County,NC,13981,527.996
37175,North Carolina,Transylvania County,NC,33090,378.528
37177,North Carolina,Tyrrell County,NC,4407,389.035
37179,North Carolina,Union County,NC,201292,631.52
37181,North Carolina,Vance County,NC,45422,253.517
37183,North Carolina,Wake County,NC,900993,835.219
37185,North Carolina,Warren County,NC,20972,428.456
37187,North Carolina,Washington County,NC,13228,348.135
37189,North Carolina,Watauga County,NC,51079,312.556
37191,North Carolina,Wayne County,NC,122623,553.087
37193,North Carolina,Wilkes County,NC,69340,754.278
37195,North Carolina,Wilson County,NC,81234,368.174
37197,North Carolina,Yadkin County,NC,38406,334.829
37199,North Carolina,Yancey County,NC,17818,312.597
38001,North Dakota,Adams County,ND,2343,987.619
38003,North Dakota,Barnes County,ND,11066,1491.554
38005,North Dakota,Benson County,ND,6660,1388.708
38007,North Dakota,Billings County,ND,783,1148.853
38009,North Dakota,Bottineau County,ND,6429,1668.421
38011,North Dakota,Bowman County,ND,3151,1161.807
38013,North Dakota,Burke County,ND,1968,1103.568
38015,North Dakota,Burleigh County,ND,81308,1632.653
38017,North Dakota,Cass County,ND,149778,1764.937
38019,North Dakota,Cavalier County,ND,3993,1488.751
38021,North Dakota,Dickey County,ND,5289,1131.47
38023,North Dakota,Divide County,ND,2071,1260.786
38025,North Dakota,Dunn County,ND,3536,2008.46
38027,North Dakota,Eddy County,ND,2385,630.171
38029,North Dakota,Emmons County,ND,3550,1510.435
38031,North Dakota,Foster County,ND,3343,635.453
38033,North Dakota,Golden Valley County,ND,1680,1000.786
38035,North Dakota,Grand Forks County,ND,66861,1436.376
38037,North Dakota,Grant County,ND,2394,1659.139
38039,North Dakota,Griggs County,ND,2420,708.815
38041,North Dakota,Hettinger County,ND,2477,1132.221
38043,North Dakota,Kidder County,ND,2435,1351.189
38045,North Dakota,LaMoure County,ND,4139,1145.943
38047,North Dakota,Logan County,ND,1990,992.818
38049,North Dakota,McHenry County,ND,5395,1873.954
38051,North Dakota,McIntosh County,ND,2809,974.733
38053,North Dakota,McKenzie County,ND,6360,2760.323
38055,North Dakota,McLean County,ND,8962,2110.876
38057,North Dakota,Mercer County,ND,8424,1042.957
38059,North Dakota,Morton County,ND,27471,1926.27
38061,North Dakota,Mountrail County,ND,7673,1825.298
38063,North Dakota,Nelson County,ND,3126,981.775
38065,North Dakota,Oliver County,ND,1846,722.511
38067,North Dakota,Pembina County,ND,7413,1118.694
38069,North Dakota,Pierce County,ND,4357,1018.6
38071,North Dakota,Ramsey County,ND,11451,1186.854
38073,North Dakota,Ransom County,ND,5457,862.357
38075,North Dakota,Renville County,ND,2470,877.053
38077,North Dakota,Richland County,ND,16321,1435.779
38079,North Dakota,Rolette County,ND,13937,903.079
38081,North Dakota,Sargent County,ND,3829,858.513
38083,North Dakota,Sheridan County,ND,1321,972.379
38085,North Dakota,Sioux County,ND,4153,1094.094
38087,North Dakota,Slope County,ND,727,1214.922
38089,North Dakota,Stark County,ND,24199,1334.735
38091,North Dakota,Steele County,ND,1975,712.215
38093,North Dakota,Stutsman County,ND,21100,2221.724
38095,North Dakota,Towner County,ND,2246,1024.561
38097,North Dakota,Traill County,ND,8121,861.949
38099,North Dakota,Walsh County,ND,11119,1281.931
38101,North Dakota,Ward County,ND,61675,2013.279
38103,North Dakota,Wells County,ND,4207,1271.047
38105,North Dakota,Williams County,ND,22398,2077.401
39001,Ohio,Adams County,OH,28550,583.867
39003,Ohio,Allen County,OH,106331,402.496
39005,Ohio,Ashland County,OH,53139,422.95
39007,Ohio,Ashtabula County,OH,101497,701.931
39009,Ohio,Athens County,OH,64757,503.598
39011,Ohio,Auglaize County,OH,45949,401.386
39013,Ohio,Belmont County,OH,70400,532.129
39015,Ohio,Brown County,OH,44846,490.016
39017,Ohio,Butler County,OH,368130,467.056
39019,Ohio,Carroll County,OH,28836,394.609
39021,Ohio,Champaign County,OH,40097,428.669
39023,Ohio,Clark County,OH,138333,397.473
39025,Ohio,Clermont County,OH,197363,452.1
39027,Ohio,Clinton County,OH,42040,408.684
39029,Ohio,Columbiana County,OH,107841,531.893
39031,Ohio,Coshocton County,OH,36901,563.913
39033,Ohio,Crawford County,OH,43784,401.786
39035,Ohio,Cuyahoga County,OH,1280122,457.191
39037,Ohio,Darke County,OH,52959,598.1
39039,Ohio,Defiance County,OH,39037,411.46
39041,Ohio,Delaware County,OH,174214,443.098
39043,Ohio,Erie County,OH,77079,251.558
39045,Ohio,Fairfield County,OH,146156,504.411
39047,Ohio,Fayette County,OH,29030,406.357
39049,Ohio,Franklin County,OH,1163414,532.188
39051,Ohio,Fulton County,OH,42698,405.443
39053,Ohio,Gallia County,OH,30934,466.53
39055,Ohio,Geauga County,OH,93389,400.164
39057,Ohio,Greene County,OH,161573,413.729
39059,Ohio,Guernsey County,OH,40087,522.254
39061,Ohio,Hamilton County,OH,802374,405.91
39063,Ohio,Hancock County,OH,74782,531.358
39065,Ohio,Hardin County,OH,32058,470.405
39067,Ohio,Harrison County,OH,15864,402.339
39069,Ohio,Henry County,OH,28215,416.01
39071,Ohio,Highland County,OH,43589,553.084
39073,Ohio,Hocking County,OH,29380,421.323
39075,Ohio,Holmes County,OH,42366,422.533
39077,Ohio,Huron County,OH,59626,491.495
39079,Ohio,Jackson County,OH,33225,420.304
39081,Ohio,Jefferson County,OH,69709,408.329
39083,Ohio,Knox County,OH,60921,525.494
39085,Ohio,Lake County,OH,230041,227.493
39087,Ohio,Lawrence County,OH,62450,453.371
39089,Ohio,Licking County,OH,166492,682.5
39091,Ohio,Logan County,OH,45858,458.429
39093,Ohio,Lorain County,OH,301356,491.101
39095,Ohio,Lucas County,OH,441815,340.855
39097,Ohio,Madison County,OH,43435,465.875
39099,Ohio,Mahoning County,OH,238823,411.623
39101,Ohio,Marion County,OH,66501,403.757
39103,Ohio,Medina County,OH,172332,421.358
39105,Ohio,Meigs County,OH,23770,430.098
39107,Ohio,Mercer County,OH,40814,462.449
39109,Ohio,Miami County,OH,102506,406.58
39111,Ohio,Monroe County,OH,14642,455.721
39113,Ohio,Montgomery County,OH,535153,461.553
39115,Ohio,Morgan County,OH,15054,416.423
39117,Ohio,Morrow County,OH,34827,406.079
39119,Ohio,Muskingum County,OH,86074,664.579
39121,Ohio,Noble County,OH,14645,398.012
39123,Ohio,Ottawa County,OH,41428,254.917
39125,Ohio,Paulding County,OH,19614,416.438
39127,Ohio,Perry County,OH,36058,407.971
39129,Ohio,Pickaway County,OH,55698,501.32
39131,Ohio,Pike County,OH,28709,440.282
39133,Ohio,Portage County,OH,161419,487.381
39135,Ohio,Preble County,OH,42270,424.12
39137,Ohio,Putnam County,OH,34499,482.522
39139,Ohio,Richland County,OH,124475,495.269
39141,Ohio,Ross County,OH,78064,689.188
39143,Ohio,Sandusky County,OH,60944,408.453
39145,Ohio,Scioto County,OH,79499,610.213
39147,Ohio,Seneca County,OH,56745,551.017
39149,Ohio,Shelby County,OH,49423,407.675
39151,Ohio,Stark County,OH,375586,575.271
39153,Ohio,Summit County,OH,541781,412.748
39155,Ohio,Trumbull County,OH,210312,618.297
39157,Ohio,Tuscarawas County,OH,92582,567.636
39159,Ohio,Union County,OH,52300,431.73
39161,Ohio,Van Wert County,OH,28744,409.158
39163,Ohio,Vinton County,OH,13435,412.36
39165,Ohio,Warren County,OH,212693,401.314
39167,Ohio,Washington County,OH,61778,631.972
39169,Ohio,Wayne County,OH,114520,554.929
39171,Ohio,Williams County,OH,37642,420.965
39173,Ohio,Wood County,OH,125488,617.205
39175,Ohio,Wyandot County,OH,22615,406.865
40001,Oklahoma,Adair County,OK,22683,573.477
40003,Oklahoma,Alfalfa County,OK,5642,866.455
40005,Oklahoma,Atoka County,OK,14182,975.517
40007,Oklahoma,Beaver County,OK,5636,1814.672
40009,Oklahoma,Beckham County,OK,22119,901.805
40011,Oklahoma,Blaine County,OK,11943,928.424
40013,Oklahoma,Bryan County,OK,42416,904.471
40015,Oklahoma,Caddo County,OK,29600,1278.289
40017,Oklahoma,Canadian County,OK,115541,896.626
40019,Oklahoma,Carter County,OK,47557,822.175
40021,Oklahoma,Cherokee County,OK,46987,749.408
40023,Oklahoma,Choctaw County,OK,15205,770.357
40025,Oklahoma,Cimarron County,OK,2475,1834.738
40027,Oklahoma,Cleveland County,OK,255755,538.766
40029,Oklahoma,Coal County,OK,5925,516.682
40031,Oklahoma,Comanche County,OK,124098,1069.287
40033,Oklahoma,Cotton County,OK,6193,632.654
40035,Oklahoma,Craig County,OK,15029,761.354
40037,Oklahoma,Creek County,OK,69967,950.141
40039,Oklahoma,Custer County,OK,27469,988.817
40041,Oklahoma,Delaware County,OK,41487,738.177
40043,Oklahoma,Dewey County,OK,4810,999.476
40045,Oklahoma,Ellis County,OK,4151,1231.515
40047,Oklahoma,Garfield County,OK,60580,1058.466
40049,Oklahoma,Garvin County,OK,27576,802.121
40051,Oklahoma,Grady County,OK,52431,1100.497
40053,Oklahoma,Grant County,OK,4527,1000.871
40055,Oklahoma,Greer County,OK,6239,639.324
40057,Oklahoma,Harmon County,OK,2922,537.194
40059,Oklahoma,Harper County,OK,3685,1039.017
40061,Oklahoma,Haskell County,OK,12769,576.521
40063,Oklahoma,Hughes County,OK,14003,804.647
40065,Oklahoma,Jackson County,OK,26446,802.651
40067,Oklahoma,Jefferson County,OK,6472,758.832
40069,Oklahoma,Johnston County,OK,10957,642.94
40071,Oklahoma,Kay County,OK,46562,919.729
40073,Oklahoma,Kingfisher County,OK,15034,898.161
40075,Oklahoma,Kiowa County,OK,9446,1015.226
40077,Oklahoma,Latimer County,OK,11154,722.08
40079,Oklahoma,Le Flore County,OK,50384,1589.214
40081,Oklahoma,Lincoln County,OK,34273,952.314
40083,Oklahoma,Logan County,OK,41848,743.834
40085,Oklahoma,Love County,OK,9423,513.995
40087,Oklahoma,McClain County,OK,34506,570.701
40089,Oklahoma,McCurtain County,OK,33151,1850.005
40091,Oklahoma,McIntosh County,OK,20252,618.496
40093,Oklahoma,Major County,OK,7527,954.988
40095,Oklahoma,Marshall County,OK,15840,371.08
40097,Oklahoma,Mayes County,OK,41259,655.386
40099,Oklahoma,Murray County,OK,13488,416.458
40101,Oklahoma,Muskogee County,OK,70990,810.45
40103,Oklahoma,Noble County,OK,11561,731.895
40105,Oklahoma,Nowata County,OK,10536,565.777
40107,Oklahoma,Okfuskee County,OK,12191,618.567
40109,Oklahoma,Oklahoma County,OK,718633,708.819
40111,Oklahoma,Okmulgee County,OK,40069,697.349
40113,Oklahoma,Osage County,OK,47472,2246.358
40115,Oklahoma,Ottawa County,OK,31848,470.821
40117,Oklahoma,Pawnee County,OK,16577,567.955
40119,Oklahoma,Payne County,OK,77350,684.703
40121,Oklahoma,Pittsburg County,OK,45837,1305.462
40123,Oklahoma,Pontotoc County,OK,37492,720.435
40125,Oklahoma,Pottawatomie County,OK,69442,787.672
40127,Oklahoma,Pushmataha County,OK,11572,1395.836
40129,Oklahoma,Roger Mills County,OK,3647,1141.136
40131,Oklahoma,Rogers County,OK,86905,675.632
40133,Oklahoma,Seminole County,OK,25482,632.837
40135,Oklahoma,Sequoyah County,OK,42391,673.271
40137,Oklahoma,Stephens County,OK,45048,870.244
40139,Oklahoma,Texas County,OK,20640,2041.261
40141,Oklahoma,Tillman County,OK,7992,871.134
40143,Oklahoma,Tulsa County,OK,603403,570.246
40145,Oklahoma,Wagoner County,OK,73085,561.555
40147,Oklahoma,Washington County,OK,50976,415.454
40149,Oklahoma,Washita County,OK,11629,1003.167
40151,Oklahoma,Woods County,OK,8878,1286.454
40153,Oklahoma,Woodward County,OK,20081,1242.399
41001,Oregon,Baker County,OR,16134,3068.357
41003,Oregon,Benton County,OR,85579,675.941
41005,Oregon,Clackamas County,OR,375992,1870.322
41007,Oregon,Clatsop County,OR,37039,829.049
41009,Oregon,Columbia County,OR,49351,657.357
41011,Oregon,Coos County,OR,63043,1596.173
41013,Oregon,Crook County,OR,20978,2979.086
41015,Oregon,Curry County,OR,22364,1627.46
41017,Oregon,Deschutes County,OR,157733,3018.186
41019,Oregon,Douglas County,OR,107667,5036.075
41021,Oregon,Gilliam County,OR,1871,1204.809
41023,Oregon,Grant County,OR,7445,4528.541
41025,Oregon,Harney County,OR,7422,10133.17
41027,Oregon,Hood River County,OR,22346,521.949
41029,Oregon,Jackson County,OR,203206,2783.548
41031,Oregon,Jefferson County,OR,21720,1780.785
41033,Oregon,Josephine County,OR,82713,1639.668
41035,Oregon,Klamath County,OR,66380,5941.052
41037,Oregon,Lake County,OR,7895,8138.984
41039,Oregon,Lane County,OR,351715,4553.119
41041,Oregon,Lincoln County,OR,46034,979.765
41043,Oregon,Linn County,OR,116672,2290.129
41045,Oregon,Malheur County,OR,31313,9887.532
41047,Oregon,Marion County,OR,315335,1182.326
41049,Oregon,Morrow County,OR,11173,2031.609
41051,Oregon,Multnomah County,OR,735334,431.297
41053,Oregon,Polk County,OR,75403,740.787
41055,Oregon,Sherman County,OR,1765,823.694
41057,Oregon,Tillamook County,OR,25250,1102.58
41059,Oregon,Umatilla County,OR,75889,3215.509
41061,Oregon,Union County,OR,25748,2036.606
41063,Oregon,Wallowa County,OR,7008,3146.189
41065,Oregon,Wasco County,OR,25213,2381.519
41067,Oregon,Washington County,OR,529710,724.23
41069,Oregon,Wheeler County,OR,1441,1714.749
41071,Oregon,Yamhill County,OR,99193,715.86
42001,Pennsylvania,Adams County,PA,101407,518.668
42003,Pennsylvania,Allegheny County,PA,1223348,730.075
42005,Pennsylvania,Armstrong County,PA,68941,653.203
42007,Pennsylvania,Beaver County,PA,170539,434.712
42009,Pennsylvania,Bedford County,PA,49762,1012.296
42011,Pennsylvania,Berks County,PA,411442,856.506
42013,Pennsylvania,Blair County,PA,127089,525.8
42015,Pennsylvania,Bradford County,PA,62622,1147.399
42017,Pennsylvania,Bucks County,PA,625249,604.307
42019,Pennsylvania,Butler County,PA,183862,788.604
42021,Pennsylvania,Cambria County,PA,143679,688.351
